"","bibtype","author","title","journal","year","volume","number","pages","month","abstract","doi","issn","eissn","unique-id"
"ISI:000332939500005","Article","Rebecca Adler-Nissen","{Stigma Management in International Relations: Transgressive Identities,
   Norms, and Order in International Society}","{INTERNATIONAL ORGANIZATION}","{2014}","{68}","{1}","{143-176}","{WIN}","{This article develops a theoretical approach to stigma in international
   relations and resituates conventional approaches to the study of norms
   and international order. Correcting the general understanding that
   common values and norms are the building blocks of social order, this
   article claims that international society is in part constructed through
   the stigmatization of `transgressive' and norm-violating states and
   their ways of coping with stigma. Drawing on Erving Goffman, this
   article shows that states are not passive objects of socialization, but
   active agents. Stigmatized states cope strategically with their stigma
   and may, in some cases, challenge and even transform a dominant moral
   discourse. A typology of stigma management strategies is presented:
   stigma recognition (illustrated by Germany); stigma rejection
   (illustrated by Austria); and finally counter-stigmatization
   (illustrated by Cuba). Because of the lack of agreement on what
   constitutes normal state behavior, attempts to impose stigma may even
   have the opposite effectthe stigmatizers become the transgressive. A
   focus on stigma opens up new avenues for research on norms, identities,
   and international order.}","{10.1017/S0020818313000337}","{0020-8183}","{1531-5088}","{ISI:000332939500005}"
"ISI:000332939500006","Article","Tana Johnson and Johannes Urpelainen","{International Bureaucrats and the Formation of Intergovernmental
   Organizations: Institutional Design Discretion Sweetens the Pot}","{INTERNATIONAL ORGANIZATION}","{2014}","{68}","{1}","{177-209}","{WIN}","{Bureaucrats working in international intergovernmental organizations
   (IGOs) regularly help states design new IGOs. Sometimes international
   bureaucrats possess limited discretion in institutional design;
   sometimes, they enjoy broad discretion. In fact, they gain discretion
   even when they openly oppose state preferences. This contravenes
   conventional thinking about delegation: discretion should decrease as
   preference divergence between states and international bureaucrats
   increases. We develop a principal-agent theory of how much discretion
   states grant to international bureaucrats in the design of new IGOs.
   This is novel: while principal-agent theories of international
   delegation are common, scholars have not analyzed principal-agent
   relationships in the creation of new IGOs. We argue that even an
   international bureaucracy that disagrees with states' design preferences
   may enjoy substantial design leeway, because of states' need for
   bureaucratic expertise. In developing this argument, we employ a formal
   principal-agent model, case studies, and an original data set.}","{10.1017/S0020818313000349}","{0020-8183}","{1531-5088}","{ISI:000332939500006}"
"ISI:000332939500007","Article","Eric Neumayer and Thomas Pluemper and Mariaelisa Epifanio","{The `` Peer- Effect{''} in Counterterrorist Policies}","{INTERNATIONAL ORGANIZATION}","{2014}","{68}","{1}","{211-234}","{WIN}","{Existing accounts posit that defensively oriented counterterrorist
   policies create negative externalities and result in regulatory
   competition that induces governments to increasingly tighten their
   policies. We argue that rather than causing an unconditional global
   `race to the top,' spatial dependence in counterterrorist policies is
   limited to within groups of countries exposed to a similar level of
   threat from international terrorism. Countries strongly differ in their
   propensity to become the target of an international terror attack.
   Governments can safely ignore counterterrorist policies enacted by
   countries outside their `peer group,' but they must pay attention to
   measures undertaken by their peers. We test several predictions derived
   from our theory in an empirical analysis of counterterrorist regulations
   in twenty Western developed-country democracies over the period 2001 to
   2008.}","{10.1017/S0020818313000362}","{0020-8183}","{1531-5088}","{ISI:000332939500007}"
"ISI:000332939500008","Article","Stephen Chaudoin","{Promises or Policies? An Experimental Analysis of International
   Agreements and Audience Reactions}","{INTERNATIONAL ORGANIZATION}","{2014}","{68}","{1}","{235-256}","{WIN}","{A key assumption of audience costs theories of crisis bargaining and
   international cooperation is that audience members have strong
   preferences for consistency between their leader's commitments and
   actual policy choices. However, audiences also have strong preferences
   over the policy choices themselves, regardless of their consistency with
   past commitments. I conducted a randomized survey experiment to evaluate
   the magnitude of consistency and policy effects in the context of
   international agreements over trade policy. Respondents with expressed
   policy preferences, whether supporting or opposing free trade, have
   muted reactions to learning that their leader has broken an agreement.
   Only respondents with no opinion on trade policy are affected by
   learning that their leader's policy is inconsistent with prior
   commitments. This suggests that constituents' underlying preferences
   limit the degree to which audience costs influence policymakers'
   calculations.}","{10.1017/S0020818313000386}","{0020-8183}","{1531-5088}","{ISI:000332939500008}"
"ISI:000345446700001","Article","Michael Saward","{Shape-Shifting Representation}","{AMERICAN POLITICAL SCIENCE REVIEW}","{2014}","{108}","{4}","{723-736}","{NOV}","{Shape-shifting representation is common in practice but largely shunned
   in theoretical and empirical analysis. This article resurrects, defines,
   and explores shape-shifting and closely linked concepts and practices
   such as shape-retaining. It generates new concepts of representative
   positioning and patterning in order to aid our understanding, and makes
   the case for placing this critical phenomenon front and center in the
   analysis of political representation. It examines crucial empirical and
   normative implications for our understanding of representation,
   including the argument that shape-shifting representation is not
   intrinsically undesirable. Developing the theory of shape-shifting
   representation can prompt a new level of analytical purchase on the
   challenge of explaining and evaluating representation's vitality and
   complexity.}","{10.1017/S0003055414000471}","{0003-0554}","{1537-5943}","{ISI:000345446700001}"
"ISI:000345446700002","Article","Lisa Hultman and Jacob Kathman and Megan Shannon","{Beyond Keeping Peace: United Nations Effectiveness in the Midst of
   Fighting}","{AMERICAN POLITICAL SCIENCE REVIEW}","{2014}","{108}","{4}","{737-753}","{NOV}","{While United Nations peacekeeping missions were created to keep peace
   and perform post-conflict activities, since the end of the Cold War
   peacekeepers are more often deployed to active conflicts. Yet, we know
   little about their ability to manage ongoing violence. This article
   provides the first broad empirical examination of UN peacekeeping
   effectiveness in reducing battlefield violence in civil wars. We analyze
   how the number of UN peacekeeping personnel deployed influences the
   amount of battlefield deaths in all civil wars in Africa from 1992 to
   2011. The analyses show that increasing numbers of armed military troops
   are associated with reduced battlefield deaths, while police and
   observers are not. Considering that the UN is often criticized for
   ineffectiveness, these results have important implications: if
   appropriately composed, UN peacekeeping missions reduce violent
   conflict.}","{10.1017/S0003055414000446}","{0003-0554}","{1537-5943}","{ISI:000345446700002}"
"ISI:000345446700003","Article","William G. Jacoby","{Is There a Culture War? Conflicting Value Structures in American Public
   Opinion}","{AMERICAN POLITICAL SCIENCE REVIEW}","{2014}","{108}","{4}","{754-771}","{NOV}","{This article examines the ``culture war{''} hypothesis by focusing on
   American citizens' choices among a set of core values. A geometric model
   is developed to represent differences in the ways that individuals
   rank-order seven important values: freedom, equality, economic security,
   social order, morality, individualism, and patriotism. The model is
   fitted to data on value choices from the 2006 Cooperative Congressional
   Election Study. The empirical results show that there is an enormous
   amount of heterogeneity among individual value choices; the model
   estimates contradict any notion that there is a consensus on fundamental
   principles within the mass public. Further, the differences break down
   along political lines, providing strong evidence that there is a culture
   war generating fundamental divisions within twenty-first century
   American society.}","{10.1017/S0003055414000380}","{0003-0554}","{1537-5943}","{ISI:000345446700003}"
"ISI:000345446700004","Article","Dana Jalbert Stauffer","{Tocqueville on the Modern Moral Situation: Democracy and the Decline of
   Devotion}","{AMERICAN POLITICAL SCIENCE REVIEW}","{2014}","{108}","{4}","{772-782}","{NOV}","{Most scholarship on the moral dimensions of Tocqueville's analysis of
   democracy focuses on the doctrine of enlightened self-interest.
   Surprisingly little has been written about his account of the underlying
   moral shift that makes this doctrine necessary. Drawing principally on
   Volume II of DEMOCRACY IN AMERICA, but also on Tocqueville's letters and
   notes, I unearth his fascinating and compelling account of why modern
   democratic man loses his admiration for devotion and embraces
   self-interest. That account begins from individualism, but also includes
   democratic man's intellectual and aesthetic tastes, his low estimation
   of his moral capacities, and weakening religious belief. After examining
   what Tocqueville saw as the causes of the new moral outlook, I consider
   what he saw as its most profound implications. Departing from recent
   trends in Tocqueville scholarship, I argue that is in Tocqueville's
   account of the modern democratic condition as such that he has the most
   to offer us today.}","{10.1017/S0003055414000458}","{0003-0554}","{1537-5943}","{ISI:000345446700004}"
"ISI:000345446700005","Article","Ismail K. White and Chryl N. Laird and Troy D. Allen","{Selling Out?: The Politics of Navigating Conflicts between Racial Group
   Interest and Self-interest}","{AMERICAN POLITICAL SCIENCE REVIEW}","{2014}","{108}","{4}","{783-800}","{NOV}","{Departing from accounts of minority group politics that focus on the
   role of group identity in advancing group members' common interests, we
   investigate political decisions involving tradeoffs between group
   interests and simple self-interest. Using the case of black Americans,
   we investigate crystallized group norms about politics, internalized
   beliefs about group solidarity, and mechanisms for enforcing both
   through social pressure. Through a series of novel behavioral
   experiments that offer black subjects individual incentives to defect
   from the position most favored by black Americans as a group, we test
   the effects of social pressure to conform. We find that racialized
   social pressure and internalized beliefs in group solidarity are
   constraining and depress self-interested behavior. Our results speak to
   a common conflict-choosing between maximizing group interests and
   self-interest-and yet also offer specific insight into how blacks remain
   so homogeneous in partisan politics despite their growing ideological
   and economic variation.}","{10.1017/S000305541400046X}","{0003-0554}","{1537-5943}","{ISI:000345446700005}"
"ISI:000345446700006","Article","John F. Mccauley","{The Political Mobilization of Ethnic and Religious Identities in Africa}","{AMERICAN POLITICAL SCIENCE REVIEW}","{2014}","{108}","{4}","{801-816}","{NOV}","{When elites mobilize supporters according to different cleavages, or
   when individuals realign themselves along new identity lines, do their
   political preferences change? Scholars have focused predominantly on the
   size of potential coalitions that leaders construct, to the exclusion of
   other changes that might occur when one or another identity type is made
   salient. In this article, I argue that changes in the salience of
   ethnicity and religion in Africa are associated with variation in policy
   preferences at the individual level. I test this claim empirically using
   data from a framing experiment in Cote d'Ivoire and Ghana. By randomly
   assigning participants to either a religious or an ethno-linguistic
   context, I show that group members primed to ethnicity prioritize club
   goods, the access to which is a function of where they live. Otherwise
   identical individuals primed to religion prioritize behavioral policies
   and moral probity. These findings are explained by the geographic
   boundedness of ethnic groups and the geographic expansiveness of (world)
   religions in the study area.}","{10.1017/S0003055414000410}","{0003-0554}","{1537-5943}","{ISI:000345446700006}"
"ISI:000345446700007","Article","Sebastian Schmidt","{Foreign Military Presence and the Changing Practice of Sovereignty: A
   Pragmatist Explanation of Norm Change}","{AMERICAN POLITICAL SCIENCE REVIEW}","{2014}","{108}","{4}","{817-829}","{NOV}","{Recent years have seen an increasing interest among international
   relations scholars in applications of pragmatist thought. Few works,
   however, have gone beyond discussing the epistemological and
   methodological implications of pragmatism. This article draws on a
   pragmatist understanding of human action to develop a novel explanation
   of norm change in contexts not amenable to more common analytical
   approaches. Specifically, concepts derived from pragmatism help explain
   how the creative recombination of practices by actors in response to
   changes in the material and social context of action can transform
   largely tacit notions of appropriate behavior. The article demonstrates
   the value of the approach by explaining the origin of a common
   contemporary security practice unknown prior to the Second World War and
   incompatible with the then-prevailing norms of sovereignty: the
   long-term, peacetime presence of one state's military on the territory
   of another equally sovereign state.}","{10.1017/S0003055414000434}","{0003-0554}","{1537-5943}","{ISI:000345446700007}"
"ISI:000345446700008","Article","Alexander I. Orwin","{Can Humankind Deliberate on a Global Scale? Alfarabi and the Politics of
   the Inhabited World}","{AMERICAN POLITICAL SCIENCE REVIEW}","{2014}","{108}","{4}","{830-839}","{NOV}","{Alfarabi treats the question of global governance more thoroughly than
   any of his Greek predecessors. The key to understanding his view of the
   matter lies with his highly selective use of the term ``inhabited
   world{''} across several works. Citing the inhabited world's enormous
   size, immeasurable diversity, and frequently inhospitable terrain,
   Alfarabi rejects the possibility that its entirety will ever be governed
   politically. Furthermore, Alfarabi omits the term ``inhabited world{''}
   from his most important accounts of deliberation and legislation. The
   implication is that in Alfarabi's view no statesman or prophet can ever
   deliberate about, or legislate for, the whole of the inhabited world.
   The scope and multiplicity of the political accidents occurring within
   this vast domain are too great for any deliberator or group of
   deliberators to adequately grasp. The consequence is that any given
   political action or piece of legislation concerns at most several
   nations. Alfarabi's discussion helps to reveal the limited scope of most
   political decisions today, which often appear to be global but in fact
   do not involve more than several nations.}","{10.1017/S0003055414000422}","{0003-0554}","{1537-5943}","{ISI:000345446700008}"
"ISI:000345446700009","Article","Jason Barabas and Jennifer Jerit and William Pollock and Carlisle Rainey","{The Question(s) of Political Knowledge}","{AMERICAN POLITICAL SCIENCE REVIEW}","{2014}","{108}","{4}","{840-855}","{NOV}","{Political knowledge is a central concept in the study of public opinion
   and political behavior. Yet what the field collectively believes about
   this construct is based on dozens of studies using different indicators
   of knowledge. We identify two theoretically relevant dimensions: a
   temporal dimension that corresponds to the time when a fact was
   established and a topical dimension that relates to whether the fact is
   policy-specific or general. The resulting typology yields four types of
   knowledge questions. In an analysis of more than 300 knowledge items
   from late in the first decade of the 2000s, we examine whether classic
   findings regarding the predictors of knowledge withstand differences
   across types of questions. In the case of education and the mass media,
   the mechanisms for becoming informed operate differently across question
   types. However, differences in the levels of knowledge between men and
   women are robust, reinforcing the importance of including
   gender-relevant items in knowledge batteries.}","{10.1017/S0003055414000392}","{0003-0554}","{1537-5943}","{ISI:000345446700009}"
"ISI:000345446700010","Article","Steven Klein","{``Fit to Enter the World{''}: Hannah Arendt on Politics, Economics, and
   the Welfare State}","{AMERICAN POLITICAL SCIENCE REVIEW}","{2014}","{108}","{4}","{856-869}","{NOV}","{What is the significance of the welfare state and struggles over social
   and economic needs for democratic politics? This article turns to Hannah
   Arendt's thought to articulate new possibilities for relating democratic
   agency and the welfare state, possibilities neglected by currently
   dominant deliberative and radical democratic approaches. Against critics
   who claim that Arendt seeks to purify politics of economic and social
   problems, I argue that she presents a sophisticated account of the vital
   importance of economic matters for public life. For Arendt, the danger
   is not the invasion of politics by economics, but rather the loss of the
   worldly, mediating institutions that allow economic matters to appear as
   objects of public concern. Reconstructing her account of these mediating
   institutions, I show that Arendt's analysis opens up novel insights into
   the relationship between democratic action and welfare institutions,
   drawing attention to how such institutions transform material necessity
   into shared objects of attachment, judgment, and action.}","{10.1017/S0003055414000409}","{0003-0554}","{1537-5943}","{ISI:000345446700010}"
"ISI:000345446700011","Article","Lorenzo De Sio and Till Weber","{Issue Yield: A Model of Party Strategy in Multidimensional Space}","{AMERICAN POLITICAL SCIENCE REVIEW}","{2014}","{108}","{4}","{870-885}","{NOV}","{Parties in pluralist democracies face numerous contentious issues, but
   most models of electoral competition assume a simple, often
   one-dimensional structure. We develop a new, inherently multidimensional
   model of party strategy in which parties compete by emphasizing policy
   issues. Issue emphasis is informed by two distinct goals: mobilizing the
   party's core voters and broadening the support base. Accommodating these
   goals dissolves the position-valence dichotomy through a focus on
   policies that unite the party internally while also attracting support
   from the electorate at large. We define issue yield as the capacity of
   an issue to reconcile these criteria, and then operationalize it as a
   simple index. Results of multilevel regressions combining population
   survey data and party manifesto scores from the 2009 European Election
   Study demonstrate that issue yield governs party strategy across
   different political contexts.}","{10.1017/S0003055414000379}","{0003-0554}","{1537-5943}","{ISI:000345446700011}"
"ISI:000345446700012","Article","Krzysztof J. Pelc","{The Politics of Precedent in International Law: A Social Network
   Application (vol 108, pg 547, 2014)}","{AMERICAN POLITICAL SCIENCE REVIEW}","{2014}","{108}","{4}","{886}","{NOV}",NA,"{10.1017/S0003055414000483}","{0003-0554}","{1537-5943}","{ISI:000345446700012}"
"ISI:000343869800001","Article","Zoltan Hajnal and Michael U. Rivera","{Immigration, Latinos, and White Partisan Politics: The New Democratic
   Defection}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{773-789}","{OCT}","{Immigration is profoundly changing the racial demographics of America.
   In this article, we seek to understand if and how immigration and
   increasing racial diversity are shaping the partisan politics of
   individual white Americans. We show that whites' views on immigration
   and Latinos are strongly related to their core political identities and
   vote choices. Using a range of different surveys, we find that, all else
   equal, whites with more anti-immigrant views or more negative views of
   Latinos are less apt to identify as Democrats and less likely to favor
   Democratic candidates. This rightward shift harkens back to an earlier
   period of white defection from the Democratic Party and highlights the
   enduring but shifting impact of race on American politics.}","{10.1111/ajps.12101}","{0092-5853}","{1540-5907}","{ISI:000343869800001}"
"ISI:000343869800002","Article","Jens Blom-Hansen and Kurt Houlberg and Soren Serritzlew","{Size, Democracy, and the Economic Costs of Running the Political System}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{790-803}","{OCT}","{The search for the optimal size of political systems is one of the most
   enduring in political thought. Given the validity of arguments for and
   against small units, one might expect variation in rearrangements of
   unit sizes. However, the reform trend is uniform: units, often at the
   local level, are amalgamated to harvest scale effects. The purpose of
   this article is to evaluate the argument on economies of scale in the
   economic costs of running political systems. Our testing ground is a
   recent Danish reform. It allows us to avoid endogeneity problems often
   facing researchers of size reforms. The reform was directed by the
   central government and constitutes an exogenous shock to 239
   municipalities, whereas 32 municipalities were left untouched. We thus
   have a quasi-experiment with pre- and posttreatment observations for
   both an experiment and a control group. Our findings show that scale
   effects, measured as administrative costs per inhabitant, are
   considerable.}","{10.1111/ajps.12096}","{0092-5853}","{1540-5907}","{ISI:000343869800002}"
"ISI:000343869800003","Article","Jakana Thomas","{Rewarding Bad Behavior: How Governments Respond to Terrorism in Civil
   War}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{804-818}","{OCT}","{Although violent organizations often use terrorism as a means to achieve
   political aims, recent studies suggest the tactic is ineffective because
   it fails to help groups gain concessions. While focused exclusively on
   concessions, these studies overlook other important markers of success,
   specifically whether groups are invited to participate in negotiations
   as a result of their use of terrorism. Extant studies also conduct
   statistical analyses on overly aggregated data, masking any effect
   terrorism has on important bargaining outcomes. Using new monthly data
   on the incidence of negotiations and the number of concessions offered
   to groups involved in African civil wars, this paper demonstrates that
   rebel groups are both more likely to be granted the opportunity to
   participate in negotiations and offered more concessions when they
   execute a greater number of terror attacks during civil wars.}","{10.1111/ajps.12113}","{0092-5853}","{1540-5907}","{ISI:000343869800003}"
"ISI:000343869800004","Article","Steven Callander and Keith Krehbiel","{Gridlock and Delegation in a Changing World}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{819-834}","{OCT}","{Fixed statutes and regulations often have variable consequences over
   time. If left unattended, such drift can severely erode the performance
   of government as an institution of representation. To better understand
   the mechanics of policy-making in a changing world, we develop a
   positive theory that captures political drift in a dynamic
   separation-of-powers system. We show analytically that a distinctive
   combination of legislative supermajoritarianism and agency
   discretioninstitutional features that, in isolation, elicit widespread
   criticismcan effectively ameliorate policies' susceptibility to the
   vicissitudes of exogenous change. The critical mechanism for
   governmental accommodation of drift is delegation, which increases all
   decision makers' well-being by reducing fluctuations in outcomes.
   Although the complete smoothing of outcomes is attainable in a
   separation-of- powers system, we show that this is typically not
   achieved in equilibrium. The presence of drift provides an opportunity
   for self-interested legislators to extract a distributional benefit from
   their fellow legislators at the expense of overall policymaking
   efficiency.}","{10.1111/ajps.12105}","{0092-5853}","{1540-5907}","{ISI:000343869800004}"
"ISI:000343869800005","Article","Michael M. Bechtel and Jens Hainmueller and Yotam Margalit","{Preferences for International Redistribution: The Divide over the
   Eurozone Bailouts}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{835-856}","{OCT}","{Why do voters agree to bear the costs of bailing out other countries?
   Despite the prominence of public opinion in the ongoing debate over the
   eurozone bailouts, voters' preferences on the topic are poorly
   understood. We conduct the first systematic analysis of this issue using
   observational and experimental survey data from Germany, the country
   shouldering the largest share of the EU's financial rescue fund. Testing
   a range of theoretical explanations, we find that individuals' own
   economic standing has limited explanatory power in accounting for their
   position on the bailouts. In contrast, social dispositions such as
   altruism and cosmopolitanism robustly correlate with support for the
   bailouts. The results indicate that the divide in public opinion over
   the bailouts does not reflect distributive lines separating domestic
   winners and losers. Instead, the bailout debate is better understood as
   a foreign policy issue that pits economic nationalist sentiments versus
   greater cosmopolitan affinity and other-regarding concerns.}","{10.1111/ajps.12079}","{0092-5853}","{1540-5907}","{ISI:000343869800005}"
"ISI:000343869800006","Article","Peter K. Enns","{The Public's Increasing Punitiveness and Its Influence on Mass
   Incarceration in the United States}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{857-872}","{OCT}","{Following more than 30 years of rising incarceration rates, the United
   States now imprisons a higher proportion of its population than any
   country in the world. Building on theories of representation and
   organized interest group behavior, this article argues that an
   increasingly punitive public has been a primary reason for this prolific
   expansion. To test this hypothesis, I generate a new over-time measure
   of the public's support for being tough on crime. The analysis suggests
   that, controlling for the crime rate, illegal drug use, inequality, and
   the party in power, since 1953 public opinion has been a fundamental
   determinant of changes in the incarceration rate. If the public's
   punitiveness had stopped rising in the mid-1970s, the results imply that
   there would have been approximately 20\% fewer incarcerations.
   Additionally, an analysis of congressional attention to criminal justice
   issues supports the argument that the public's attitudes have led, not
   followed, political elites.}","{10.1111/ajps.12098}","{0092-5853}","{1540-5907}","{ISI:000343869800006}"
"ISI:000343869800007","Article","Andrew C. Eggers and Arthur Spirling","{Ministerial Responsiveness in Westminster Systems: Institutional Choices
   and House of Commons Debate, 1832-1915}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{873-887}","{OCT}","{In Westminster systems, governments enjoy strong agenda-setting powers
   but are accountable to an inquisitorial opposition. This article
   provides insights into the origins of this arrangement from the British
   House of Commons, drawing primarily on a new data set of a half million
   parliamentary speeches. We show that, according to a novel measure we
   develop, government ministers became more responsive to opposition
   members of parliament in the same period that the government's agenda
   power was most conclusively strengthenedroughly, the two decades
   culminating in Balfour's railway timetable of 1902. We argue that this
   increase in responsiveness helps to explain why opposition members of
   parliament acceded to reductions in their procedural power. We thus
   highlight a link between government strength and opposition scrutiny in
   the historical development of the Westminster system.}","{10.1111/ajps.12090}","{0092-5853}","{1540-5907}","{ISI:000343869800007}"
"ISI:000343869800008","Article","Christopher Dawes and David Cesarini and James H. Fowler and Magnus Johannesson and Patrik K. E. Magnusson and Sven Oskarsson","{The Relationship between Genes, Psychological Traits, and Political
   Participation}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{888-903}","{OCT}","{Recent research demonstrates that a wide range of political attitudes,
   beliefs, and behaviors can be explained in part by genetic variation.
   However, these studies have not yet identified the mechanisms that
   generate such a relationship. Some scholars have speculated that
   psychological traits mediate the relationship between genes and
   political participation, but so far there have been no empirical tests.
   Here we focus on the role of three psychological traits that are
   believed to influence political participation: cognitive ability,
   personal control, and extraversion. Utilizing a unique sample of more
   than 2,000 Swedish twin pairs, we show that a common genetic factor can
   explain most of the relationship between these psychological traits and
   acts of political participation, as well as predispositions related to
   participation. While our analysis is not a definitive test, our results
   suggest an upper bound for a proposed mediation relationship between
   genes, psychological traits, and political participation.}","{10.1111/ajps.12100}","{0092-5853}","{1540-5907}","{ISI:000343869800008}"
"ISI:000343869800009","Article","Deborah Beim and Alexander V. Hirsch and Jonathan P. Kastellec","{Whistleblowing and Compliance in the Judicial Hierarchy}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{904-918}","{OCT}","{One way that principals can overcome the problem of informational
   asymmetries in hierarchical organizations is to enable whistleblowing.
   We evaluate how whistleblowing influences compliance in the judicial
   hierarchy. We present a formal model in which a potential whistleblower
   may, at some cost, signal noncompliance by a lower court to a higher
   court. A key insight of the model is that whistleblowing is most
   informative when it is rare. While the presence of a whistleblower can
   increase compliance by lower courts, beyond a certain point blowing the
   whistle is counterproductive and actually reduces compliance. Moreover,
   a whistleblower who is a perfect ally of the higher court (in terms of
   preferences) blows the whistle too often. Our model shows an important
   connection between the frequency of whistleblowing and the effectiveness
   of whistleblowing as a threat to induce compliance in hierarchical
   organizations.}","{10.1111/ajps.12108}","{0092-5853}","{1540-5907}","{ISI:000343869800009}"
"ISI:000343869800010","Article","Matthew Fuhrmann and Todd S. Sechser","{Signaling Alliance Commitments: Hand-Tying and Sunk Costs in Extended
   Nuclear Deterrence}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{919-935}","{OCT}","{How can states signal their alliance commitments? Although scholars have
   developed sophisticated theoretical models of costly signaling in
   international relations, we know little about which specific policies
   leaders can implement to signal their commitments. This article
   addresses this question with respect to the extended deterrent effects
   of nuclear weapons. Can nuclear states deter attacks against their
   friends by simply announcing their defense commitments? Or must they
   deploy nuclear weapons on a protege's territory before an alliance is
   seen as credible? Using a new dataset on foreign nuclear deployments
   from 1950 to 2000, our analysis reveals two main findings. First, formal
   alliances with nuclear states appear to carry significant deterrence
   benefits. Second, however, stationing nuclear weapons on a protege's
   territory does not bolster these effects. The analysis yields new
   insights about the dynamics of hand-tying and sunk cost signals in
   international politics.}","{10.1111/ajps.12082}","{0092-5853}","{1540-5907}","{ISI:000343869800010}"
"ISI:000343869800011","Article","Francisco Cantu","{Identifying Irregularities in Mexican Local Elections}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{936-951}","{OCT}","{A generalized distrust in Mexican local elections raises the question of
   whether electoral corruption has vanished or remains a prevalent
   practice in the country. To answer this question, I analyze the 2010
   gubernatorial elections, exploiting a feature of the country's electoral
   system: within each electoral precinct, voters are assigned to polling
   stations according to their childhood surname. Consequently, the only
   difference between voters in contiguous polling stations should be their
   last names. Given that political preferences are seldom correlated with
   voters' names, I use suspicious differences in turnout levels across
   contiguous polling stations to identify fraudulent practices. The
   findings of this article indicate that nondemocratic enclaves that
   actively obstruct the completion of Mexico's democratic transition still
   remain today.}","{10.1111/ajps.12097}","{0092-5853}","{1540-5907}","{ISI:000343869800011}"
"ISI:000343869800012","Article","J. Eric Oliver and Thomas J. Wood","{Conspiracy Theories and the Paranoid Style(s) of Mass Opinion}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{952-966}","{OCT}","{Although conspiracy theories have long been a staple of American
   political culture, no research has systematically examined the nature of
   their support in the mass public. Using four nationally representative
   surveys, sampled between 2006 and 2011, we find that half of the
   American public consistently endorses at least one conspiracy theory and
   that many popular conspiracy theories are differentiated along
   ideological and anomic dimensions. In contrast with many theoretical
   speculations, we do not find conspiracism to be a product of greater
   authoritarianism, ignorance, or political conservatism. Rather, the
   likelihood of supporting conspiracy theories is strongly predicted by a
   willingness to believe in other unseen, intentional forces and an
   attraction to Manichean narratives. These findings both demonstrate the
   widespread allure of conspiracy theories as political explanations and
   offer new perspectives on the forces that shape mass opinion and
   American political culture.}","{10.1111/ajps.12084}","{0092-5853}","{1540-5907}","{ISI:000343869800012}"
"ISI:000343869800013","Article","James Adams and Lawrence Ezrow and Zeynep Somer-Topcu","{Do Voters Respond to Party Manifestos or to a Wider Information
   Environment? An Analysis of Mass-Elite Linkages on European Integration}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{967-978}","{OCT}","{Recent studies analyze how citizens update their perceptions of parties'
   left-right positions in response to new political information. We extend
   this research to consider the issue of European integration, and we
   report theoretical and empirical analyses that citizens do not update
   their perceptions of parties' positions in response to election
   manifestos, but that citizens' perceptions of parties' positions do
   track political experts' perceptions of these positions, and, moreover,
   that it is party supporters who disproportionately perceive their
   preferred party's policy shifts. Given that experts plausibly consider a
   wide range of information, these findings imply that citizens weigh the
   wider informational environment when assessing parties' positions. We
   also present evidence that citizens' perceptions of party position
   shifts matter, in that they drive partisan sorting in the mass public.}","{10.1111/ajps.12115}","{0092-5853}","{1540-5907}","{ISI:000343869800013}"
"ISI:000343869800014","Article","Lanny W. Martin and Georg Vanberg","{Parties and Policymaking in Multiparty Governments: The Legislative
   Median, Ministerial Autonomy, and the Coalition Compromise}","{AMERICAN JOURNAL OF POLITICAL SCIENCE}","{2014}","{58}","{4}","{979-996}","{OCT}","{In parliamentary democracies, governments are typically composed of
   multiple political parties working together in a coalition. Such
   governments must confront a fundamental challenge in policymakingthe
   preferences of coalition parties often diverge significantly, but the
   government can adopt only one common policy on any specific issue. This
   fact raises a critical question that has far-reaching implications for
   the quality of democratic representation: Whose preferences are
   ultimately reflected in coalition policy choices? In this study, we
   explore three competing answers to this question derived from the
   theoretical literature on multiparty governance and parliamentary
   institutions. Our findings, based on an analysis of the legislative
   history of more than 1,000 government bills from three parliamentary
   democracies, strongly suggest that coalition policies reflect a
   compromise between government parties rather than the preferences of the
   ministers proposing them or the preferences of the median party in the
   legislature.}","{10.1111/ajps.12099}","{0092-5853}","{1540-5907}","{ISI:000343869800014}"
